external_reference,name,street_db,city_db,lat,lng,GROUP_CONCAT(ct.name),GROUP_CONCAT(ct.code),GROUP_CONCAT(sc.power),public_access_type_id,geometry_db,google_match,distance_meters,placeId,not_on_google,connectors_db,formattedAddress,primaryType,location.latitude,location.longitude,displayName.text,displayName.languageCode,currentOpeningHours.openNow,currentOpeningHours.periods,currentOpeningHours.weekdayDescriptions,evChargeOptions.connectorCount,evChargeOptions.connectorAggregation,rating,userRatingCount,currentOpeningHours.nextCloseTime,street_google,city_google,country,geometry_google,not_in_db,connectors_google,missing_in_google,missing_in_db,type_match,power_match,connector_match
bc7615ea-2666-11ee-adb4-42010aa40fc0,Eleport,Jerzego Kurpińskiego Ponurego,Częstochowa,50.83027381,19.11864793,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (19.11864793 50.83027381),46,12.56799785,ChIJoUofSii0EEcRUNWyV4uDrew,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Jerzego Kurpińskiego-Ponurego, 42-215 Częstochowa, Poland",electric_vehicle_charging_station,50.8302746,19.1188262,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Jerzego Kurpińskiego-Ponurego,Częstochowa,Poland,POINT (19.118826199999997 50.830274599999996),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
3c6e1cda-83ea-11ee-be00-42010aa40fc0,Eleport,Aleja Papieża Jana Pawła II,Szczecin,53.4292777,14.5524718,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (14.5524718 53.42927769999999),70,7.090480512,ChIJofpvZxEJqkcRu3-vtzx-ttQ,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Aleja Papieża Jana Pawła II, 70-413 Szczecin, Poland",electric_vehicle_charging_station,53.4292213,14.5524221,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Aleja Papieża Jana Pawła II,Szczecin,Poland,POINT (14.5524221 53.42922129999999),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
ed71fb70-d28a-11ee-b319-42010aa40043,Eleport,Bukowska,Poznań,52.413288,16.825576,"IEC 62196 Type 2 Mennekes Combo, DC,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes Combo, DC,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2_COMBO,IEC_62196_T2,IEC_62196_T2_COMBO,IEC_62196_T2,IEC_62196_T2,IEC_62196_T2","160000,11000,160000,22000,22000,11000",1,POINT (16.825576 52.413287999999994),29,1.04E-09,ChIJpY80hkVEBEcRSXrRcU8xSh0,,"[{'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 160.0, 'count': 2}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 11.0, 'count': 2}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Bukowska, 60-189 Poznań, Poland",electric_vehicle_charging_station,52.413288,16.825576,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Bukowska,Poznań,Poland,POINT (16.825575999999998 52.41328799999998),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]","{('EV_CONNECTOR_TYPE_CCS_COMBO_2', 160.0): 2, ('EV_CONNECTOR_TYPE_TYPE_2', 11.0): 2}",{},FALSE,FALSE,FALSE
42dd896c-0572-11ee-9f72-42010aa40fc0,Eleport,Kiedrzyńska,Częstochowa,50.833528,19.117111,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (19.117111 50.833527999999994),105,1.095882552,ChIJr1-RSJ22EEcRtF9-j7wyPlw,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Kiedrzyńska, 42-200 Częstochowa, Poland",electric_vehicle_charging_station,50.8335187,19.1171059,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Kiedrzyńska,Częstochowa,Poland,POINT (19.1171059 50.8335187),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
96f36b2c-3aca-11eb-b78a-42010a840003,Eleport,Kobyłowska 1A,Wołomin,52.342647,21.225671,"IEC 62196 Type 2 Mennekes Combo, DC,IEC 62196 Type 2 Mennekes,CHAdeMO, DC","IEC_62196_T2_COMBO,IEC_62196_T2,CHADEMO","400,002,200,040,000",1,POINT (21.225671000000002 52.34264700000001),2,9.31E-10,ChIJrUkmLrvaHkcRYmsHoRy1B4k,,"[{'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 40.0, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'power': 40.0, 'count': 1}]","Kobyłkowska 1A, 42-200 Wołomin, Poland",electric_vehicle_charging_station,52.342647,21.225671,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",3,"[{'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'maxChargeRateKw': 50, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'maxChargeRateKw': 50, 'count': 1}]",,,,Kobyłkowska 1A,Wołomin,Poland,POINT (21.225671000000002 52.34264700000001),,"[{'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'power': 50, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 50, 'count': 1}]","{('EV_CONNECTOR_TYPE_CCS_COMBO_2', 40.0): 1, ('EV_CONNECTOR_TYPE_CHADEMO', 40.0): 1}","{('EV_CONNECTOR_TYPE_CHADEMO', 50): 1, ('EV_CONNECTOR_TYPE_CCS_COMBO_2', 50): 1}",TRUE,FALSE,FALSE
6530425a-0780-11ef-af06-42010aa40043,Eleport,Gołębi,Ruda Śląska,50.27120916,18.88093144,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (18.88093144 50.27120915999999),40,0.2714340642,ChIJsaE3KiPNFkcRd4e3KPhUcWI,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Gołębi, 41-710 Ruda Śląska, Poland",electric_vehicle_charging_station,50.2712068,18.8809324,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Gołębi,Ruda Śląska,Poland,POINT (18.8809324 50.27120679999999),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
64747a46-0c37-11ef-88a2-42010aa40043,Eleport,Głowackiego 2b,Bytom,50.33936137,18.93404265,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",3,POINT (18.93404265 50.339361370000006),116,0.5692773647,ChIJtUumkB_TFkcRDlpDcdBUKiQ,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Bartosza Głowackiego 2b, 41-910 Bytom, Poland",electric_vehicle_charging_station,50.3393664,18.9340441,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Bartosza Głowackiego 2b,Bytom,Poland,POINT (18.9340441 50.33936640000001),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
deba5b56-f6ff-11ee-8548-42010aa40043,Eleport,Romanowicza,Tarnów,50.02169983,20.98527852,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",3,POINT (20.98527852 50.02169982999999),145,18.90303169,ChIJtXhF9lCDPUcRB3p2aHh1bYc,X,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]",,,,,,,,,,,,,,,,,,,,,"{('EV_CONNECTOR_TYPE_TYPE_2', 22.0): 2}",{},FALSE,FALSE,FALSE
1b6113ec-9eae-11ee-be89-42010aa40fc0,Eleport,Przyszlości,Szczecin,53.35857917,14.74413297,IEC 62196 Type 2 Mennekes,IEC_62196_T2,22000,3,POINT (14.744132970000003 53.35857917),22,29.47945633,ChIJu6bHCOWlAEcRJTLGLRnaR5A,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 1}]","Przyszłości, 70-893 Szczecin, Poland",electric_vehicle_charging_station,53.3588023,14.7443719,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",1,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 1}]",,,,Przyszłości,Szczecin,Poland,POINT (14.744371900000003 53.358802299999994),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 1}]",{},{},TRUE,TRUE,TRUE
5d5e14b0-0c37-11ef-8aa8-42010aa40043,Eleport,Chryzantem,Ruda Śląska,50.3032199,18.84616648,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",3,POINT (18.846166479999997 50.303219899999995),32,0.0014256189,ChIJu6dxO6IyEUcRpGrtYoaSeX4,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Chryzantem, 41-700 Ruda Śląska, Poland",electric_vehicle_charging_station,50.3032199,18.8461665,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",1,1,,Chryzantem,Ruda Śląska,Poland,POINT (18.8461665 50.30321989999998),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
67da6f2e-0c37-11ef-84bb-42010aa40043,Eleport,Felińskiego,Bytom,50.36679403,18.84725969,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",3,POINT (18.84725969 50.366794029999994),109,0.003413860617,ChIJuVEj51ssEUcRbEgtS2lnjAY,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Alojzego Felińskiego, 41-923 Bytom, Poland",electric_vehicle_charging_station,50.366794,18.8472597,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Alojzego Felińskiego,Bytom,Poland,POINT (18.8472597 50.366794),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
6370996a-0780-11ef-9b4e-42010aa40043,Eleport,Lipa,Ruda Śląska,50.31496061,18.89001602,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (18.89001602 50.31496060999999),13,0.001808352971,ChIJuZyVNrLSFkcRWz7RKLk-Rs8,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","41-700 Lipa, Poland",electric_vehicle_charging_station,50.3149606,18.890016,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,,,,POINT (18.890015999999996 50.31496059999999),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
1fbde654-1471-11ed-b227-42010aa40fc0,Eleport,Mościckiego,Częstochowa,50.820611,19.096972,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (19.096972 50.820610999999985),123,0.07791986175,ChIJubOChny2EEcRbc4Vyd6IjlU,X,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]",,,,,,,,,,,,,,,,,,,,,"{('EV_CONNECTOR_TYPE_TYPE_2', 22.0): 2}",{},FALSE,FALSE,FALSE
44a354e8-f104-11ed-b612-42010aa40fc0,Eleport,Jarosława Iwaszkiewicza,Częstochowa,50.83826535,19.12334759,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",3,POINT (19.12334759 50.83826534999999),65,5.021702624,ChIJv4NiuyC0EEcRNxhfp5DTb_Y,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","Jarosława Iwaszkiewicza, 42-224 Częstochowa, Poland",electric_vehicle_charging_station,50.8383101,19.1233566,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,Jarosława Iwaszkiewicza,Częstochowa,Poland,POINT (19.123356599999997 50.838310099999994),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
f4d2cedc-2d26-11ec-8c08-42010a840003,Eleport,Kazimierza Pułaskiego 10,Szczecin,53.42531622,14.5349145,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes Combo, DC,CHAdeMO, DC,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes Combo, DC,IEC 62196 Type 2 Mennekes,CHAdeMO, DC","IEC_62196_T2,IEC_62196_T2,IEC_62196_T2,IEC_62196_T2,IEC_62196_T2_COMBO,CHADEMO,IEC_62196_T2,IEC_62196_T2_COMBO,IEC_62196_T2,CHADEMO","9700,22000,22000,22000,30000,30000,22000,40000,11000,40000",3,POINT (14.534914499999998 53.42531622),3,4.284694948,ChIJvWGWPCMJqkcRMVx9WivazuU,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 9.7, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 4}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 30.0, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'power': 30.0, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 40.0, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 11.0, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'power': 40.0, 'count': 1}]","Kazimierza Pułaskiego 10, 70-322 Szczecin, Poland",electric_vehicle_charging_station,53.4253143,14.5349789,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",10,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 11, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'maxChargeRateKw': 30, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'maxChargeRateKw': 30, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'maxChargeRateKw': 40, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 9.699999809265137, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'maxChargeRateKw': 40, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 4}]",,,,Kazimierza Pułaskiego 10,Szczecin,Poland,POINT (14.534978899999995 53.4253143),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 11, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 30, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'power': 30, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CCS_COMBO_2', 'power': 40, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 9.7, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_CHADEMO', 'power': 40, 'count': 1}, {'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 4}]",{},{},TRUE,TRUE,TRUE
afe63642-68bb-11ee-a0ac-42010aa40fc0,Eleport,Śląska,Szczecin,53.43416615,14.54835855,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2,IEC_62196_T2,IEC_62196_T2","22000,22000,22000,22000",3,POINT (14.548358550000001 53.43416615),136,9.501591553,ChIJvzM8GRUJqkcRV6SwWn0yyLI,X,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 4}]",,,,,,,,,,,,,,,,,,,,,"{('EV_CONNECTOR_TYPE_TYPE_2', 22.0): 4}",{},FALSE,FALSE,FALSE
645d95e2-0c37-11ef-b0a9-42010aa40043,Eleport,plac Witkiewicza,Bytom,50.389557,18.820318,"IEC 62196 Type 2 Mennekes,IEC 62196 Type 2 Mennekes","IEC_62196_T2,IEC_62196_T2","2,200,022,000",1,POINT (18.820317999999997 50.389556999999996),117,5.449465585,ChIJw0MJJAUsEUcRz_XnbVgb_Js,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 2}]","plac Witkiewicza, 41-936 Bytom, Poland",electric_vehicle_charging_station,50.3896027,18.8202905,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",2,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 2}]",,,,plac Witkiewicza,Bytom,Poland,POINT (18.8202905 50.389602700000005),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 2}]",{},{},TRUE,TRUE,TRUE
4ce407f2-1004-11ec-8163-42010a840003,Eleport,Jerzego Andrzejewskiego 13,Szczecin,53.3810568,14.66296792,IEC 62196 Type 2 Mennekes,IEC_62196_T2,22000,3,POINT (14.662967920000002 53.381056799999996),114,4.583348314,ChIJx2bzZbenAEcR0gq1RtxjMM4,,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22.0, 'count': 1}]","Jerzego Andrzejewskiego 13, 70-786 Szczecin, Poland",electric_vehicle_charging_station,53.3810188,14.6629413,Eleport Charging Station,en,TRUE,"[{'open': {'day': 5, 'hour': 0, 'minute': 0, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 22}}, 'close': {'day': 4, 'hour': 23, 'minute': 59, 'truncated': True, 'date': {'year': 2024, 'month': 11, 'day': 28}}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",1,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'maxChargeRateKw': 22, 'count': 1}]",,,,Jerzego Andrzejewskiego 13,Szczecin,Poland,POINT (14.662941300000002 53.38101879999999),,"[{'type': 'EV_CONNECTOR_TYPE_TYPE_2', 'power': 22, 'count': 1}]",{},{},TRUE,TRUE,TRUE
